"","user_id","screen_name","Tipo_organismo","database","url_path","Tipo_organismo_2","Interbloque","diputado_bloque","description","profile_image_url","name","followers_count","image"
"11","289918613","PereyraJulio","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Militante peronista. Diputado provincial del @FrenteDeTodos y presidente de la Comisión de Asuntos Municipales. Fundador de @Findel_arg.","http://pbs.twimg.com/profile_images/1433627314840014856/jUiql41p_400x400.jpg","Julio Pereyra","19265","<img src="" http://pbs.twimg.com/profile_images/1433627314840014856/jUiql41p_400x400.jpg "" height=""52""></img>"
"12","19633816","monicalitza","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"De Avellaneda. Peronista. La música de Mozart a Pink Floyd.
Directora ProyectAR 
Candidata a Dip ciol FR TOD<U+2600><U+FE0F>S

Madre de Dragones","http://pbs.twimg.com/profile_images/1439744601162752002/VcLd5f8a_400x400.jpg","Mónica Litza <U+0001F49C>","5985","<img src="" http://pbs.twimg.com/profile_images/1439744601162752002/VcLd5f8a_400x400.jpg "" height=""52""></img>"
"13","1428146664741785601","BrenVargasMatyi","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Precandidata a Diputada ciol por el Frente de Tod<U+2600><U+FE0F>s #LaMatanza <U+2665><U+FE0F> Estudiante de Lic. en Comunicación y Publicidad.","http://pbs.twimg.com/profile_images/1428820663402389507/9Dskc62L_400x400.jpg","Brenda Vargas Matyi","109","<img src="" http://pbs.twimg.com/profile_images/1428820663402389507/9Dskc62L_400x400.jpg "" height=""52""></img>"
"14","1393095122","rogetandil","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Concejal de Tandil. Papá de Malvi.
Pre-Candidato a Diputado ciol por la Provincia de Buenos Aires del @FrenteDeTodos","http://pbs.twimg.com/profile_images/1431288722163748869/KMPSaRWP_400x400.jpg","Rogelio Iparraguirre","2246","<img src="" http://pbs.twimg.com/profile_images/1431288722163748869/KMPSaRWP_400x400.jpg "" height=""52""></img>"
"15","1324921861","danimenendezok","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Sociólogo. Coordidor ciol @BarriosDePieOk. Precandidato a Diputado de la ción por el @FrenteDeTodos.","http://pbs.twimg.com/profile_images/1428047842350936072/cxdI5Mt5_400x400.jpg","Daniel Menendez","8189","<img src="" http://pbs.twimg.com/profile_images/1428047842350936072/cxdI5Mt5_400x400.jpg "" height=""52""></img>"
"16","266082253","moranmica","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Mamá de Milo <U+0001F476><U+0001F3FC> Compañera de José <U+2764><U+FE0F> Zarateña <U+0001F4AB> Abogada <U+0001F469><U+0001F3FB><U+200D><U+0001F393> Diputada Provincial <U+0001F3DB> #FrenteDeTodos / #FR","http://pbs.twimg.com/profile_images/1204502271066886145/ov8Bd_Er_400x400.jpg","Micaela Moran","1622","<img src="" http://pbs.twimg.com/profile_images/1204502271066886145/ov8Bd_Er_400x400.jpg "" height=""52""></img>"
"17","193406126","cberzza","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Maestra del Sur del Gran Buenos Aires

Diputada ciol
Frente de Todxs","http://pbs.twimg.com/profile_images/1373425031959736320/jyKG7KBa_400x400.jpg","Claudia Berzza","6997","<img src="" http://pbs.twimg.com/profile_images/1373425031959736320/jyKG7KBa_400x400.jpg "" height=""52""></img>"
"18","287695625","donofriojorge","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"<U+2696> Abogado
<U+0001F3DB> Diputado del Frente Renovador                                   
Fa del ciclón<U+2764><U+0001F499>
#ArgentiUnida","http://pbs.twimg.com/profile_images/1384303984119193608/iGPqpD9Q_400x400.jpg","Jorge D´Onofrio","14429","<img src="" http://pbs.twimg.com/profile_images/1384303984119193608/iGPqpD9Q_400x400.jpg "" height=""52""></img>"
"19","2436154026","d_castrooficial","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Politóloga. Militante del Movimiento ciol Justicialista. Secretaria de Investigación, Política Industrial y Producción para la Defensa en el @MindefArg.","http://pbs.twimg.com/profile_images/1375488032829235210/rozLqR52_400x400.jpg","Daniela Castro <U+270C>","5096","<img src="" http://pbs.twimg.com/profile_images/1375488032829235210/rozLqR52_400x400.jpg "" height=""52""></img>"
"20","158416696","MarianoPinedo","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Peronista. Creo en el protagonismo, en la organización y en la decisión popular. Director Ejecutivo Agencia de Asistencia Tecnico Legislativa - MinJus PBA","http://pbs.twimg.com/profile_images/1239635628217827328/vAzbaYRk_400x400.jpg","Mariano Pinedo","6882","<img src="" http://pbs.twimg.com/profile_images/1239635628217827328/vAzbaYRk_400x400.jpg "" height=""52""></img>"
"21","175509846","Fabia_Bertino","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Peronista, Boerense, Bostera y Sabinera","http://pbs.twimg.com/profile_images/1366474489027047424/OUKWnYRs_400x400.jpg","Vasca","1686","<img src="" http://pbs.twimg.com/profile_images/1366474489027047424/OUKWnYRs_400x400.jpg "" height=""52""></img>"
"22","157803440","garciaangeld","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Padre de 2 hijas. Casado (bis). Peronista. Quilmeño. Militante.
Concejal del Frente de Todos.
Secretario de Servicios Públicos.
#TenemosUnDesafio","http://pbs.twimg.com/profile_images/1209678669779738624/jHv7L9wL_400x400.jpg","ANGEL DOMINGO GARCIA","3743","<img src="" http://pbs.twimg.com/profile_images/1209678669779738624/jHv7L9wL_400x400.jpg "" height=""52""></img>"
"23","1297582278055464960","peluso_talia","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Pedagoga. Militante del Evita. Directora de Experiencias de Educación Cooperativa y Comunitaria del Ministerio de Educación de la ción.
Ituzaingó city <U+0001F331>","http://pbs.twimg.com/profile_images/1297583242875371521/7zEsGNKw_400x400.jpg","ti Peluso","453","<img src="" http://pbs.twimg.com/profile_images/1297583242875371521/7zEsGNKw_400x400.jpg "" height=""52""></img>"
"24","4166597332","jllaviuzza","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Militante Peronista. Hincha de San Lorenzo. Concejal  Pte. Concejo Deliberante de Morón.","http://pbs.twimg.com/profile_images/770083794950950913/xzCAIx4a_400x400.jpg","Jorge Luis Laviuzza","793","<img src="" http://pbs.twimg.com/profile_images/770083794950950913/xzCAIx4a_400x400.jpg "" height=""52""></img>"
"25","950571633789620225","GuillerEyras","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Lic. en Arte. Jefe Distrital de Educación de Gral. Madariaga.
Dirigente Política del FR FdT","http://pbs.twimg.com/profile_images/1427021315991646221/ISzYfbyk_400x400.jpg","Guillermi Eyras","273","<img src="" http://pbs.twimg.com/profile_images/1427021315991646221/ISzYfbyk_400x400.jpg "" height=""52""></img>"
"26","151644007","floractis_","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Arquitecta. Peronista. Militante de @MCLaCapita por u patria justa, libre y sobera.","http://pbs.twimg.com/profile_images/1155502330961416192/M6O4uqvW_400x400.jpg","Florencia Actis Perinetto","226","<img src="" http://pbs.twimg.com/profile_images/1155502330961416192/M6O4uqvW_400x400.jpg "" height=""52""></img>"
"27","902362657482838017","eugealia","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"die se salva solo.  Mama de Ernesti. Militante peronista. <U+270C><U+FE0F><U+270C><U+FE0F>. Psicóloga.","http://pbs.twimg.com/profile_images/1418393232975728641/xo1DVUK7_400x400.jpg","Euge Alia","1599","<img src="" http://pbs.twimg.com/profile_images/1418393232975728641/xo1DVUK7_400x400.jpg "" height=""52""></img>"
"28","1420084090351587334","Rafa_DeBerrdi","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Pre candidato a Diputado ciol de Chubut","http://pbs.twimg.com/profile_images/1424358510201016328/7OPG_SR__400x400.jpg","Rafael De Berrdi","311","<img src="" http://pbs.twimg.com/profile_images/1424358510201016328/7OPG_SR__400x400.jpg "" height=""52""></img>"
"29","989994736101543936","LiliaPaponet","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Diputada Provincial por el Cuarto Distrito electoral. Contador Público ciol - Universidad ciol de Cuyo","http://pbs.twimg.com/profile_images/989996451135676416/aLFBXTrM_400x400.jpg","Lilia Paponet - Diputada Provincial","344","<img src="" http://pbs.twimg.com/profile_images/989996451135676416/aLFBXTrM_400x400.jpg "" height=""52""></img>"
"30","193676203","RRighii","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Intendente de #Lavalle
#Mendoza","http://pbs.twimg.com/profile_images/981523395929083905/TS_MuvDK_400x400.jpg","Roberto Righi","3458","<img src="" http://pbs.twimg.com/profile_images/981523395929083905/TS_MuvDK_400x400.jpg "" height=""52""></img>"
"31",NA,"aliciabarrionu9","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,NA,NA,NA,NA,"<img src="" NA "" height=""52""></img>"
"32","1082700685303578625","bertoldi_tanya","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Pre Candidata a Dip. ciol por la Prov. de Neuquén @frentedetodos.
Pres. Congreso Prov. PJ Nqn.
Vicepres. del Consejo Provincial PJ.
Centerio NQN","http://pbs.twimg.com/profile_images/1424365443918204928/hSxpN5Qt_400x400.jpg","Tanya Bertoldi","380","<img src="" http://pbs.twimg.com/profile_images/1424365443918204928/hSxpN5Qt_400x400.jpg "" height=""52""></img>"
"33","552734138","TeresaRioseco","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Diputada Provincial Neuquen -Presidenta Bloque Frente y la Participación Neuqui- UNE - 2015/2019","http://pbs.twimg.com/profile_images/707257101597458433/fElKQEpZ_400x400.jpg","Teresa Rioseco","1382","<img src="" http://pbs.twimg.com/profile_images/707257101597458433/fElKQEpZ_400x400.jpg "" height=""52""></img>"
"34","373913260","GabrielBorrini","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Militante Social y Político, Frente Grande Zapala. CTA Zapala. Corriente Sindical Verde y Blanca. Comunicador Popular","http://pbs.twimg.com/profile_images/1049742527593623554/lCaMoQXe_400x400.jpg","Gabriel Borrini","164","<img src="" http://pbs.twimg.com/profile_images/1049742527593623554/lCaMoQXe_400x400.jpg "" height=""52""></img>"
"35","1463305093","jmpedrini","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Diputado Provincial. Bloque Justicialista","http://pbs.twimg.com/profile_images/1420753030627020817/V93paoqW_400x400.jpg","Juan Manuel Pedrini","4772","<img src="" http://pbs.twimg.com/profile_images/1420753030627020817/V93paoqW_400x400.jpg "" height=""52""></img>"
"36","863474834550009856","chomiakch","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Intendente de la ciudad de @muni_charata 
#Charata #NuestraPerla<U+0001F331>","http://pbs.twimg.com/profile_images/1186990755925106690/9i3L4Xzb_400x400.jpg","Maria Luisa Chomiak","1145","<img src="" http://pbs.twimg.com/profile_images/1186990755925106690/9i3L4Xzb_400x400.jpg "" height=""52""></img>"
"37","1225497976673644544","FabricioBolatti","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Concejal de la Ciudad de Resistencia
Militante del Proyecto ciol y Popular liderado por Cristi Fernández de Kirchner
Frente Grande/Unidad Ciudada","http://pbs.twimg.com/profile_images/1432314520387661826/wnhCAmKx_400x400.jpg","Fabricio Bolatti","303","<img src="" http://pbs.twimg.com/profile_images/1432314520387661826/wnhCAmKx_400x400.jpg "" height=""52""></img>"
"38","307976282","JorgeRomeroCtes","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Contador Público. Diputado ciol bloque @Diputados_Todos. Correntino y Peronista. Casado con Lilian. Papá de Ailín, Jazmín y Lautaro.","http://pbs.twimg.com/profile_images/1433837021991215130/rHhiBqRI_400x400.jpg","Jorge Antonio Romero","1105","<img src="" http://pbs.twimg.com/profile_images/1433837021991215130/rHhiBqRI_400x400.jpg "" height=""52""></img>"
"39","187774635","EnriqueCresto","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Administrador del Ente ciol de Obras Hídricas de Saneamiento @enohsa","http://pbs.twimg.com/profile_images/1419297780003217412/9aUnCHOc_400x400.jpg","Enrique Tomás Cresto","9133","<img src="" http://pbs.twimg.com/profile_images/1419297780003217412/9aUnCHOc_400x400.jpg "" height=""52""></img>"
"40","738400530859495424","tomiledesmaok","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Pre Candidato a Diputado ciol<U+0001F1E6><U+0001F1F7>Entrerriano. Militante<U+270C><U+0001F3FB>","http://pbs.twimg.com/profile_images/1432003129038475267/07ca96h8_400x400.jpg","Tomás Ledesma","283","<img src="" http://pbs.twimg.com/profile_images/1432003129038475267/07ca96h8_400x400.jpg "" height=""52""></img>"
"41","1217092924846067715","ulman_brenda","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Subsecretaria de @lajuventudER Profe universitaria <U+0001F469><U+0001F3FC><U+200D><U+0001F3EB> Lic. en Nutrición <U+0001F469><U+0001F3FC><U+200D><U+0001F52C> Militante <U+0001F31E>","http://pbs.twimg.com/profile_images/1422709152271507461/1AfpsCYm_400x400.jpg","Brenda Ulman","430","<img src="" http://pbs.twimg.com/profile_images/1422709152271507461/1AfpsCYm_400x400.jpg "" height=""52""></img>"
"42","577535029","LucasLarrarte","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Abogado; Ex Viceintendente de San Salvador; Ex Sedor Provincial (ER); Intendente de San Salvador. Presidente de la Liga de Intendentes/as del PJ<U+270C>","http://pbs.twimg.com/profile_images/1348728988454281216/eqs8ksQ8_400x400.jpg","Lucas Larrarte","640","<img src="" http://pbs.twimg.com/profile_images/1348728988454281216/eqs8ksQ8_400x400.jpg "" height=""52""></img>"
"43","844713468339130368","leilachaher","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Diputada provincial.Peronista.Soldada de Cristi.Lic.en administracion. Jujeña. Feminista.","http://pbs.twimg.com/profile_images/1169613207033589760/f98TNxcf_400x400.jpg","Leila Chaher","845","<img src="" http://pbs.twimg.com/profile_images/1169613207033589760/f98TNxcf_400x400.jpg "" height=""52""></img>"
"44","1197227944151801856","rodolfotecchi","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"_x0095_Rector @unjuonline _x0095_Presidente @CINoficial","http://pbs.twimg.com/profile_images/1434139086923739139/NDtAv45T_400x400.jpg","Rodolfo Tecchi","527","<img src="" http://pbs.twimg.com/profile_images/1434139086923739139/NDtAv45T_400x400.jpg "" height=""52""></img>"
"45","1417861673990475785","VariniaMarin","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Militante peronista 
Abogada / Pampea
Candidata Diputada ciol","http://pbs.twimg.com/profile_images/1417862119907893253/-lsC70gh_400x400.jpg","Varinia Marín ""Lichi""","102","<img src="" http://pbs.twimg.com/profile_images/1417862119907893253/-lsC70gh_400x400.jpg "" height=""52""></img>"
"46","1023062865396359173","JorgeAGuaymas","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Jefe de la AT Salta del Ministerio de Trabajo, Empleo y Seguridad Social de la ción.
Precandidato a Diputado ciol #Lista505B","http://pbs.twimg.com/profile_images/1434216044546203650/iEGpnzVV_400x400.jpg","Jorge Guaymas","304","<img src="" http://pbs.twimg.com/profile_images/1434216044546203650/iEGpnzVV_400x400.jpg "" height=""52""></img>"
"47","152808647","EstradaEmiliano","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"De Salta, la linda.

Precandidato a Diputado ciol de todos los salteños","http://pbs.twimg.com/profile_images/1421504694384463873/KcV-_-5l_400x400.jpg","Emiliano Estrada","1698","<img src="" http://pbs.twimg.com/profile_images/1421504694384463873/KcV-_-5l_400x400.jpg "" height=""52""></img>"
"48","3130713519","IsaacLenguaza","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Abogado. Actual Diputado Provincial por el #PAyS. Precandidato a Diputado ciol por el Frente de Tod<U+2600><U+FE0F>s <U+0001F1E6><U+0001F1F7>","http://pbs.twimg.com/profile_images/1420175290014240780/Qm3D1R_L_400x400.jpg","Isaac Lenguaza","1299","<img src="" http://pbs.twimg.com/profile_images/1420175290014240780/Qm3D1R_L_400x400.jpg "" height=""52""></img>"
"49","1023600220624564227","GracielaDeMelo3","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,NA,"http://pbs.twimg.com/profile_images/1023603948970815488/FbF1eUIP_400x400.jpg","Graciela De Melo","36","<img src="" http://pbs.twimg.com/profile_images/1023603948970815488/FbF1eUIP_400x400.jpg "" height=""52""></img>"
"50","4774633283","AMarksLC","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,NA,"http://pbs.twimg.com/profile_images/686545023991705601/5kbVrY4-_400x400.jpg","A Marks","326","<img src="" http://pbs.twimg.com/profile_images/686545023991705601/5kbVrY4-_400x400.jpg "" height=""52""></img>"
"51","193839355","JLBerros","CANDIDATXS","CAND_FDT_db","mongodb+srv://new_user:password_new_123@cluster0.coceb.mongodb.net/test","CANDIDATXS",NA,NA,"Militante del Partido Justicialista, Congresal del PJ Provincial y ciol. Ex Concejal de mí ciudad, Legislador PJ/Tod<U+2600><U+FE0F>s","http://pbs.twimg.com/profile_images/1428676143608107008/_JbMzcu1_400x400.jpg","José Luis Berros","1174","<img src="" http://pbs.twimg.com/profile_images/1428676143608107008/_JbMzcu1_400x400.jpg "" height=""52""></img>"
"52","166670881","martintetaz","CANDIDATXS","CAND_OPO_JXC_db","mongodb+srv://new_user:password_new_123@cluster0.9ujaj.mongodb.net/test","CANDIDATXS",NA,NA,"Economista, investigador, docente, divulgador y speaker. 
Del Lobo. 
Liberté, égalité, fraternité","http://pbs.twimg.com/profile_images/1308397900268015618/h4WlUxHj_400x400.jpg","Martin Tetaz","259088","<img src="" http://pbs.twimg.com/profile_images/1308397900268015618/h4WlUxHj_400x400.jpg "" height=""52""></img>"
"53","10466072","lacha","CANDIDATXS","CAND_OPO_JXC_db","mongodb+srv://new_user:password_new_123@cluster0.9ujaj.mongodb.net/test","CANDIDATXS",NA,NA,"Gustavo Lazzari. Economista. Liberal posta. Hincha de Chicago.","http://pbs.twimg.com/profile_images/609850123/civil_25_febrero_2005_002_400x400.jpg","lacha","92232","<img src="" http://pbs.twimg.com/profile_images/609850123/civil_25_febrero_2005_002_400x400.jpg "" height=""52""></img>"
"54","69378196","ajmechet","CANDIDATXS","CAND_OPO_JXC_db","mongodb+srv://new_user:password_new_123@cluster0.9ujaj.mongodb.net/test","CANDIDATXS",NA,NA,"Profesora Pensamiento Político Argentino (UBA). #PasadoImperfecto en Spotify, Secretaria de Investigación UdelaCiudad, Precandidata a Diputada @JuntosCambioAr","http://pbs.twimg.com/profile_images/1436681986114994181/i7awD-mv_400x400.jpg","sabri ajmechet <U+0001F90D>","28280","<img src="" http://pbs.twimg.com/profile_images/1436681986114994181/i7awD-mv_400x400.jpg "" height=""52""></img>"
